translation_id,source_word_id,target_word_id,source_word,target_word,source_word_example,target_word_example
1000459,1000919,1000920,El idioma,язык,El idioma español es muy interesante,Испанский язык очень интересный
1000460,1000921,1000922,La persona,человек,Eres una persona muy amable,Ты очень добрый человек
1000461,1000923,1000924,La flor,цветок,La flor roja es muy bonita,Красный цветок очень красивый
1000462,1000925,1000926,El jardín,сад,El jardín está lleno de flores,Сад полон цветов
1000463,1000927,1000928,La muchacha,девушка,La muchacha está leyendo un libro,Девушка читает книгу
1000464,1000929,1000930,El vino,вино,El vino tinto es mi favorito,Красное вино - мое любимое
1000465,1000931,1000932,El apartamento,квартира,El apartamento es pequeño pero acogedor,"Квартира маленькая, но уютная."
1000466,1000933,1000934,El carro,машина,El carro nuevo es muy rápido,Новая машина очень быстрая
1000467,1000935,1000936,El hotel,отель,El hotel está en el centro de la ciudad,Отель находится в центре города
1000468,1000937,1000938,El clima,климат,El clima aquí es muy agradable,Климат здесь очень приятный
1000469,1000939,1000940,La hermana,сестра,Mi hermana es muy inteligente,Моя сестра очень умная
1000470,1000941,1000942,El libro,книга,Estoy leyendo un libro interesante,Я читаю интересную книгу
1000471,1000943,1000944,La ciudad,город,La ciudad es muy moderna,Город очень современный
1000472,1000945,1000946,El hombre,мужчина,El hombre es muy amable,Мужчина очень добрый
1000473,1000947,1000948,El dentista,стоматолог,El dentista es muy profesional,Стоматолог очень профессионален
1000474,1000949,1000950,La bolsa,сумка,Compré una bolsa nueva para el trabajo,Я купила новую сумку для работы
1000475,1000951,1000952,La ventana,окно,La ventana está abierta,Окно открыто
1000476,1000953,1000954,La planta,растение,Tengo una planta en mi escritorio,У меня на столе есть растение
1000477,1000955,1000956,Los libros blancos,белые книги,Los libros blancos están en la estantería,Белые книги на полке
1000478,1000957,1000958,Los tomates rojos,красные помидоры,Los tomates rojos son frescos y deliciosos,Красные помидоры свежие и вкусные
1000479,1000959,1000960,Los hombres hermosos,красивые мужчины,Los hombres hermosos trabajan en la película,Красивые мужчины работают в кино
1000480,1000961,1000962,Los baños verdes,зеленые ванные,Los baños verdes necesitan renovación,Зеленые ванные нуждаются в ремонте
1000481,1000963,1000964,Los barcos marrones,коричневые корабли,Los barcos marrones navegan en el río,Коричневые корабли плывут по реке
1000482,1000965,1000966,Los trenes grises,серые поезда,Los trenes grises son muy eficientes,Серые поезда очень эффективны
1000483,1000967,1000968,Los tiquetes caros,дорогие билеты,Los tiquetes caros se venden rápido,Дорогие билеты быстро распродаются
1000484,1000969,1000970,Las casas blancas,белые дома,Las casas blancas destacan en el vecindario,Белые дома выделяются в районе
1000485,1000971,1000972,Las personas simpáticas,милые люди,Las personas simpáticas me ayudaron con la dirección,Милые люди помогли мне с направлением
1000486,1000973,1000974,Las mujeres hermosas,красивые женщины,Las mujeres hermosas están en la portada de la revista,Красивые женщины на обложке журнала
1000487,1000975,1000976,Las comidas excelentes,отличная еда,Las comidas excelentes son el resultado de años de experiencia culinaria,Отличная еда - результат многолетнего кулинарного опыта
1000488,1000977,1000978,Las lecciones fáciles,легкие уроки,Las lecciones fáciles me ayudaron a entender mejor el tema,Легкие уроки помогли мне лучше понять тему
1000489,1000979,1000980,Las muchachas fuertes,сильные девушки,Las muchachas fuertes compiten en el torneo,Сильные девушки соревнуются в турнире
1000490,1000981,1000982,Las tiendas viejas,старые магазины,Las tiendas viejas tienen mucho carácter,Старые магазины обладают большим характером
1000491,1000983,1000984,El piano,пианино,El piano está en la sala de estar,Пианино стоит в гостиной
1000492,1000985,1000986,La casa,дом,La casa tiene dos pisos,Дом имеет два этажа
1000493,1000987,1000988,La cocina,кухня,La cocina es muy moderna,Кухня очень современная
1000494,1000989,1000990,El comedor,столовая,El comedor tiene una mesa grande,В столовой стоит большой стол
1000495,1000991,1000992,La alfombra,ковер,La alfombra es de colores vivos,Ковер ярких цветов
1000496,1000993,1000994,La estufa,плита,La estufa es de gas,Плита газовая
1000497,1000995,1000996,El horno,духовка,El horno está precalentando,Духовка разогревается
1000498,1000997,1000998,El espejo,зеркало,El espejo está en el baño,Зеркало в ванной
1000499,1000999,1001000,El sillón,кресло,El sillón es muy cómodo,Кресло очень удобное
1000500,1001001,1001002,El estudio,кабинет,El estudio está lleno de libros,Кабинет полон книг
1000501,1001003,1001004,La pared,стена,La pared está pintada de azul,Стена покрашена в синий цвет
1000502,1001005,1001006,El gabinete,шкаф,El gabinete es de madera,Шкаф из дерева
1000503,1001007,1001008,La madera,дерево,La madera es un recurso natural muy utilizado,Дерево — это широко используемый природный ресурс
1000504,1001009,1001010,La cortina,штора,La cortina es de seda,Штора из шелка
1000505,1001011,1001012,El patio,двор,El patio es grande y tiene muchas plantas,Двор большой и в нем много растений
1000506,1001013,1001014,La sala,гостиная,La sala es espaciosa y luminosa,Гостиная просторная и светлая
1000507,1001015,1001016,El video,видео,El video es muy educativo,Видео очень познавательное
1000508,1001017,1001018,La nevera,холодильник,La nevera está llena de comida,Холодильник полон еды
1000509,1001019,1001020,El bolígrafo,ручка,Escribo con un bolígrafo azul,Я пишу синей ручкой
1000510,1001021,1001022,El lápiz,карандаш,Dibujo con un lápiz,Я рисую карандашом
1000511,1001023,1001024,El cuaderno,тетрадь,Apunto mis notas en el cuaderno,Я записываю свои заметки в тетради
1000512,1001025,1001026,El vestido,платье,El vestido rojo es muy elegante,Красное платье очень элегантное
1000513,1001027,1001028,La alfombra,ковер,La alfombra es nueva,Ковер новый
1000514,1001029,1001030,El horno,духовка,El horno está caliente,Духовка горячая
1000515,1001031,1001032,El museo,музей,El museo es muy interesante,Музей очень интересный
1000516,1001033,1001034,La ciudad,город,La ciudad es muy antigua,Город очень старый
1000517,1001035,1001036,La gente,люди,La gente es muy amable aquí,Люди здесь очень добрые
1000518,1001037,1001038,La comida,еда,La comida en este lugar es excelente,Еда в этом месте отличная
